Zone,District,Fiscal Month Number,Fiscal Year,Month Name,Diversion Rate-Total (Total Recycling / Total Waste),Capture Rate-Paper (Total Paper / Max Paper),Capture Rate-MGP (Total MGP / Max MGP),Capture Rate-Total ((Total Recycling - Leaves (Recycling)) / (Max Paper + Max MGP))x100
Brooklyn South,BKS12,9,2016,March,26.1,50.6,42.3,94.9
Brooklyn South,BKS13,9,2016,March,24.3,39.7,49.9,89.1
Brooklyn South,BKS14,9,2016,March,26.3,31.6,53.3,77
Brooklyn South,BKS15,9,2016,March,30.7,46.3,58.9,101.3
Brooklyn South,BKS18,9,2016,March,26.4,31.4,56.7,78.6
Bronx,BX01,9,2016,March,12.5,19.2,23.2,43.1
Bronx,BX02,9,2016,March,22.6,33.2,49.8,82.3
Bronx,BX03,9,2016,March,17.3,26.8,37.8,60.8
Bronx,BX04,9,2016,March,20,28.6,44.1,71.7
Bronx,BX05,9,2016,March,21,28.9,49.4,75.6
Bronx,BX06,9,2016,March,24.3,34.7,39.3,80.8
Bronx,BX07,9,2016,March,24,32.3,55.7,88.1
Bronx,BX08,9,2016,March,33.6,39.5,76.1,103.4
Bronx,BX09,9,2016,March,17.1,22.5,39.4,59.3
Bronx,BX10,9,2016,March,30.2,38.9,64.6,97.1
Bronx,BX11,9,2016,March,24.5,32.4,52.5,78
Bronx,BX12,9,2016,March,28.3,32.2,70.9,92.3
Manhattan,MN01,9,2016,March,43.4,46.4,68.5,104.8
Manhattan,MN02,9,2016,March,40.8,38.9,74.6,96.8
Manhattan,MN03,9,2016,March,24.5,42.6,42.7,86.9
Manhattan,MN04,9,2016,March,36.6,32.5,73.1,85.6
Manhattan,MN05,9,2016,March,32.7,31.3,56.5,74.4
Manhattan,MN06,9,2016,March,36.8,34.1,69.9,86.2
Manhattan,MN07,9,2016,March,42.5,42.7,73.7,101.7
Manhattan,MN08,9,2016,March,41.6,42.9,72.4,100
Manhattan,MN09,9,2016,March,30.3,55.6,44.7,109.5
Manhattan,MN10,9,2016,March,25.1,38.6,51.2,89.7
Manhattan,MN11,9,2016,March,20.7,41,32.7,74.5
Manhattan,MN12,9,2016,March,27,42.6,57,98.8
Queens East,QE07,9,2016,March,30.6,44.7,62.1,101
Queens East,QE08,9,2016,March,27.5,28.9,52.2,69.5
Queens East,QE10,9,2016,March,34,34.6,77.9,97
Queens East,QE11,9,2016,March,38.1,48.1,79.8,123.3
Queens East,QE12,9,2016,March,24.8,33.6,64.9,91
Queens East,QE13,9,2016,March,30.2,33.1,78.8,91.2
Queens East,QE14,9,2016,March,20.2,29,36.3,62.8
Queens West,QW01,9,2016,March,32.8,44.2,72.6,109.9
Queens West,QW02,9,2016,March,32.8,47.3,69.7,109.5
Queens West,QW03,9,2016,March,25.3,30.3,58,81
Queens West,QW04,9,2016,March,24.2,30.9,52.4,77
Queens West,QW05,9,2016,March,38.9,46.1,81.1,126.4
Queens West,QW06,9,2016,March,34.1,30.2,66.2,78.3
Queens West,QW09,9,2016,March,31.7,39.5,72.5,103.2
Staten Island,SI01,9,2016,March,31.5,35.6,70.8,92.9
Staten Island,SI02,9,2016,March,33,40.6,73.2,99.6
Staten Island,SI03,9,2016,March,34.2,43.2,76.8,104.7
Brooklyn North,BKN01,9,2017,March,24.4,42.8,45.1,87.3
Brooklyn North,BKN02,9,2017,March,30.7,31.9,55.8,77.7
Brooklyn North,BKN03,9,2017,March,20.2,32,41.2,71.2
Brooklyn North,BKN04,9,2017,March,24.9,32.2,63.7,89.7
Brooklyn North,BKN05,9,2017,March,18.2,23.9,42.4,63.2
Brooklyn North,BKN08,9,2017,March,28.2,45,60.7,102.1
Brooklyn North,BKN09,9,2017,March,22,29,41.6,66.4
Brooklyn North,BKN16,9,2017,March,15.1,21.2,32,51.7
Brooklyn North,BKN17,9,2017,March,24.4,26.6,58.5,77.9
Brooklyn South,BKS06,9,2017,March,46.6,46.5,85.5,124
Brooklyn South,BKS07,9,2017,March,34.8,45.5,70.2,113.8
Brooklyn South,BKS10,9,2017,March,40.3,53.4,77.4,136.1
Brooklyn South,BKS11,9,2017,March,31.5,42.4,62.3,100.2
Brooklyn South,BKS12,9,2017,March,25.2,48.5,42.1,91.4
Brooklyn South,BKS13,9,2017,March,25.2,42.3,52,92.7
Brooklyn South,BKS14,9,2017,March,26.3,32.1,53.4,78.9
Brooklyn South,BKS15,9,2017,March,31,46,59.9,102.7
Brooklyn South,BKS18,9,2017,March,27.6,31.6,61.5,82.8
Bronx,BX01,9,2017,March,12.7,19.9,25.3,43.6
Bronx,BX02,9,2017,March,22,32,50.3,79.6
Bronx,BX03,9,2017,March,16.6,24.4,32.3,58.6
Bronx,BX04,9,2017,March,19.8,28.2,44.5,70.6
Bronx,BX05,9,2017,March,20.8,27.9,48.2,74.7
Bronx,BX06,9,2017,March,25.1,34.5,42.4,84.6
Bronx,BX07,9,2017,March,24.2,33.3,60,88.1
Bronx,BX08,9,2017,March,33.4,39.4,76.3,103.1
Bronx,BX09,9,2017,March,17.2,22,41.6,59.6
Bronx,BX10,9,2017,March,31.2,40.3,64,101.6
Bronx,BX11,9,2017,March,25.1,31.6,53.6,80.6
Bronx,BX12,9,2017,March,29.1,32.8,73.4,95.5
Manhattan,MN01,9,2017,March,42.7,45.6,66.1,102.8
Manhattan,MN02,9,2017,March,41.8,39.1,78.7,100.1
Manhattan,MN03,9,2017,March,24.8,41.2,41.1,87.3
Manhattan,MN04,9,2017,March,36.8,32.1,74.2,86.1
Manhattan,MN05,9,2017,March,33.1,30.4,57.2,76
Manhattan,MN06,9,2017,March,36.5,32.9,68,84.8
Manhattan,MN07,9,2017,March,43,41.5,77.1,103.6
Manhattan,MN08,9,2017,March,41.5,41,73.9,100.2
Manhattan,MN09,9,2017,March,30.6,55.5,47.1,108.5
Manhattan,MN10,9,2017,March,25.3,38.9,53.1,92.6
Manhattan,MN11,9,2017,March,20.9,41.1,29.5,73.3
Manhattan,MN12,9,2017,March,27.7,44.1,56.2,101.9
Queens East,QE07,9,2017,March,32,47.1,63.1,106.9
Queens East,QE08,9,2017,March,28.3,28.3,52.9,72.2
Queens East,QE10,9,2017,March,36,34.2,79.8,110.7
Queens East,QE11,9,2017,March,41.9,50.3,80.3,123.8
Queens East,QE12,9,2017,March,25.5,32.1,65.6,94.8
Queens East,QE13,9,2017,March,31.9,31.6,80.7,99.2
Queens East,QE14,9,2017,March,20.6,28.6,37.5,64.2
Queens West,QW01,9,2017,March,33.3,46.3,73.6,111.6
Queens West,QW02,9,2017,March,33.4,46.7,71,112.5
Queens West,QW03,9,2017,March,25.9,30.4,61.7,83.3
Queens West,QW04,9,2017,March,25.5,31.4,57,81.9
Queens West,QW05,9,2017,March,41.3,44.4,87.7,133
Queens West,QW06,9,2017,March,34.6,29.7,68.6,80.2
Queens West,QW09,9,2017,March,32.9,38.7,76,108.6
Staten Island,SI01,9,2017,March,32.9,35.4,72.8,100.8
Staten Island,SI02,9,2017,March,35,40.1,74.4,108.8
Staten Island,SI03,9,2017,March,36.4,43.3,78.2,114.9
Brooklyn North,BKN01,11,2016,May,28.7,44.4,47.5,106.8
Brooklyn North,BKN02,11,2016,May,33.2,33.2,54.5,93.6
Brooklyn North,BKN03,11,2016,May,22.6,31.4,39.2,81.5
Brooklyn North,BKN04,11,2016,May,27.2,31.2,59.6,101.2
Brooklyn North,BKN05,11,2016,May,19.1,22,39.7,67.4
Brooklyn North,BKN08,11,2016,May,29.2,41.2,53.9,108.5
Brooklyn North,BKN09,11,2016,May,24.2,32.1,40.2,86.1
Brooklyn North,BKN16,11,2016,May,18.6,21,32.5,65.8
Brooklyn North,BKN17,11,2016,May,25.1,28.9,55.7,89.3
Brooklyn South,BKS06,11,2016,May,49.7,48.4,84.8,148
Brooklyn South,BKS07,11,2016,May,38.3,60.9,67.1,140.3
Brooklyn South,BKS10,11,2016,May,42.6,55.6,74,155.1
Brooklyn South,BKS11,11,2016,May,34,48.1,62.3,126.6
Brooklyn South,BKS12,11,2016,May,28.3,51.9,43.2,104.9
Brooklyn South,BKS13,11,2016,May,25.7,40.4,50,100.7
Brooklyn South,BKS14,11,2016,May,27.7,37.3,54.2,95.6
Brooklyn South,BKS15,11,2016,May,32.9,50.1,61.5,122.8
Brooklyn South,BKS18,11,2016,May,28.6,42,66.7,116.4
Bronx,BX01,11,2016,May,13.6,19,25.3,49.6
Bronx,BX02,11,2016,May,24.4,31.4,54.2,95.2
Bronx,BX03,11,2016,May,18.7,26.1,41.3,69.7
Bronx,BX04,11,2016,May,21.6,28.1,45.8,82.6
Bronx,BX05,11,2016,May,22.8,28.5,52.4,87.6
Bronx,BX06,11,2016,May,27.2,37.1,41.1,100.8
Bronx,BX07,11,2016,May,25.8,32.6,58.8,101.4
Bronx,BX08,11,2016,May,35.8,47.5,78.6,132.5
Bronx,BX09,11,2016,May,18.9,21.4,38.6,66.5
Bronx,BX10,11,2016,May,33.1,41.5,65.8,121
Bronx,BX11,11,2016,May,26.8,35.2,53.5,96.3
Bronx,BX12,11,2016,May,29.9,34,69.8,109.6
Manhattan,MN01,11,2016,May,44.2,43.7,74,115.3
Manhattan,MN02,11,2016,May,42.4,38.6,82.4,108.6
Manhattan,MN03,11,2016,May,26.9,43.6,43.6,103.5
Manhattan,MN04,11,2016,May,39.7,33.4,81.9,101.1
Manhattan,MN05,11,2016,May,34.5,31.1,60.5,84.7
Manhattan,MN06,11,2016,May,38.8,33.9,75.9,98
Manhattan,MN07,11,2016,May,44.4,42.7,79.3,115.1
Manhattan,MN08,11,2016,May,43.7,42.6,79.6,113.7
Manhattan,MN09,11,2016,May,33.5,59.2,47.8,133.5
Manhattan,MN10,11,2016,May,27.5,37.5,55.2,106.6
Manhattan,MN11,11,2016,May,22.7,42.7,32.9,87.5
Manhattan,MN12,11,2016,May,29.9,45,60.4,119.2
Queens East,QE07,11,2016,May,32.7,48,62.4,121.9
Queens East,QE08,11,2016,May,29.3,30.1,49.7,81.7
Queens East,QE10,11,2016,May,36.9,44.4,85,147.3
Queens East,QE11,11,2016,May,40.3,63.3,86.2,182.2
Queens East,QE12,11,2016,May,26.6,37.7,62.3,113.9
Queens East,QE13,11,2016,May,31.8,41.4,87.3,132.6
Queens East,QE14,11,2016,May,22.6,31.8,38.7,78.9
Queens West,QW01,11,2016,May,35.3,50.1,73.6,134
Queens West,QW02,11,2016,May,35.4,52.4,67.9,135.1
Queens West,QW03,11,2016,May,27.2,32.1,57.8,98.1
Queens West,QW04,11,2016,May,26.4,33.2,52.7,95
Queens West,QW05,11,2016,May,42.4,49.3,83.1,159.2
Queens West,QW06,11,2016,May,36.5,30.1,71.3,91.2
Queens West,QW09,11,2016,May,33.9,41.7,72.7,125.8
Staten Island,SI01,11,2016,May,35.2,45.6,79.1,143.8
Staten Island,SI02,11,2016,May,34.6,51.5,79.8,144.5
Staten Island,SI03,11,2016,May,35.7,53.9,84.1,151.6
Brooklyn North,BKN01,11,2017,May,23.8,44.1,46.3,80.8
Brooklyn North,BKN02,11,2017,May,27.7,34.1,55.6,72.1
Brooklyn North,BKN03,11,2017,May,18.3,31.4,42.4,62.3
Brooklyn North,BKN04,11,2017,May,22,31.3,62.5,76.1
Brooklyn North,BKN05,11,2017,May,15.5,21.6,41.2,52.2
Brooklyn North,BKN08,11,2017,May,24.5,41.9,55,84.6
Brooklyn North,BKN09,11,2017,May,20,32.7,44.1,64.2
Brooklyn North,BKN16,11,2017,May,14.6,21.1,36.8,46.5
Brooklyn North,BKN17,11,2017,May,20.8,27.6,58.2,69.7
Brooklyn South,BKS06,11,2017,May,42.9,47.7,82.3,112.8
Brooklyn South,BKS07,11,2017,May,31.8,45.2,69.7,108.8
Brooklyn South,BKS10,11,2017,May,36,54.3,74.1,121.4
Brooklyn South,BKS11,11,2017,May,28.2,45,62.6,94
Brooklyn South,BKS12,11,2017,May,23.7,46.5,42.7,83.4
Brooklyn South,BKS13,11,2017,May,21.7,43.1,47.2,80.5
Brooklyn South,BKS14,11,2017,May,22.9,36.6,50.3,77
Brooklyn South,BKS15,11,2017,May,27.3,48.2,60.4,94.9
Brooklyn South,BKS18,11,2017,May,23.3,38.8,70.1,88.6
Bronx,BX01,11,2017,May,11.1,19.1,25.9,39.4
Bronx,BX02,11,2017,May,20.1,31.1,56,74.1
Bronx,BX03,11,2017,May,14.8,23.6,34.6,53.6
Bronx,BX04,11,2017,May,17.7,28.7,46.6,64.5
Bronx,BX05,11,2017,May,18.6,27.3,51.2,68
Bronx,BX06,11,2017,May,22.2,34.4,43.8,73.8
Bronx,BX07,11,2017,May,21.3,32.3,60.3,78.7
Bronx,BX08,11,2017,May,30.1,44.7,76.2,102.3
Bronx,BX09,11,2017,May,15.2,21.3,40.5,50.9
Bronx,BX10,11,2017,May,27.6,40.8,66.2,91.9
Bronx,BX11,11,2017,May,21.8,33.4,53.9,73.3
Bronx,BX12,11,2017,May,24.6,32.9,71,83.8
Manhattan,MN01,11,2017,May,38.5,42.8,72.6,91.4
Manhattan,MN02,11,2017,May,37.2,36.8,80.9,88.1
Manhattan,MN03,11,2017,May,22.6,42.9,45.2,80.7
Manhattan,MN04,11,2017,May,33.8,31.9,81,79
Manhattan,MN05,11,2017,May,29.3,29.3,60.5,67
Manhattan,MN06,11,2017,May,33.5,32.5,74.1,77.7
Manhattan,MN07,11,2017,May,38.9,39.8,80.7,92.2
Manhattan,MN08,11,2017,May,37.9,40.1,78.6,90.6
Manhattan,MN09,11,2017,May,28.3,57.8,49.7,100.8
Manhattan,MN10,11,2017,May,22.7,38.9,57,83.9
Manhattan,MN11,11,2017,May,18.8,40.9,31.9,67.1
Manhattan,MN12,11,2017,May,25.1,45.2,58.9,93.1
Queens East,QE07,11,2017,May,27.1,46.8,62.1,93.7
Queens East,QE08,11,2017,May,24.4,29,51.8,63.7
Queens East,QE10,11,2017,May,31.2,43.2,88.8,114.2
Queens East,QE11,11,2017,May,36,60.9,86.2,126
Queens East,QE12,11,2017,May,21.7,36,65.6,87
Queens East,QE13,11,2017,May,26,38,90.3,100.2
Bronx,BX10,4,2017,October,40.7,41.7,73.3,171.6
Queens East,QE14,11,2017,May,18.5,30.2,41.8,61.4
Queens West,QW01,11,2017,May,29.5,49.6,71.3,103.3
Queens West,QW02,11,2017,May,29.3,51.1,69.8,102.3
Queens West,QW03,11,2017,May,22.5,32.5,61.5,75.8
Queens West,QW04,11,2017,May,22.6,33.7,60,76.3
Queens West,QW05,11,2017,May,36.3,46.8,85.5,118.1
Queens West,QW06,11,2017,May,31,29.6,72.9,71.3
Queens West,QW09,11,2017,May,28.2,40.1,75.3,96.1
Staten Island,SI01,11,2017,May,29.6,44.6,83.1,107.5
Staten Island,SI02,11,2017,May,28.9,50.5,81.5,110.6
Staten Island,SI03,11,2017,May,29.7,51.8,88.1,114.9
Brooklyn North,BKN01,5,2016,November,38.2,46.8,39.9,177
Brooklyn North,BKN02,5,2016,November,45.4,31.2,52.8,151.6
Brooklyn North,BKN03,5,2016,November,31.5,33.8,33.6,137.7
Brooklyn North,BKN04,5,2016,November,36.4,34,50.7,166.8
Brooklyn North,BKN05,5,2016,November,28,25.4,35.1,118.1
Brooklyn North,BKN08,5,2016,November,39.8,46.2,46.9,187.1
Brooklyn North,BKN09,5,2016,November,33.2,29.8,42.2,137.8
Brooklyn North,BKN16,5,2016,November,25.9,24.3,28.5,107.3
Brooklyn North,BKN17,5,2016,November,36.1,28,58.5,153.9
Brooklyn South,BKS06,5,2016,November,61.9,46.2,78.9,234.6
Brooklyn South,BKS07,5,2016,November,50.5,44.9,74.2,245
Brooklyn South,BKS10,5,2016,November,55.1,54.2,74.2,265.8
Brooklyn South,BKS11,5,2016,November,45.3,45.2,64.6,215
Brooklyn South,BKS12,5,2016,November,38.1,53.4,33.8,177.5
Brooklyn South,BKS13,5,2016,November,36,39.4,41.2,162.2
Brooklyn South,BKS14,5,2016,November,37.5,32.1,47.5,147.5
Brooklyn South,BKS15,5,2016,November,44.7,46.6,60.8,210.3
Brooklyn South,BKS18,5,2016,November,40.1,32.2,55.6,167.3
Bronx,BX01,5,2016,November,19.3,17.2,22.4,73.8
Bronx,BX02,5,2016,November,32.5,25.6,42.9,142.1
Bronx,BX03,5,2016,November,25.5,23.1,33.1,103.2
Bronx,BX04,5,2016,November,30,27.1,39,127.1
Bronx,BX05,5,2016,November,31.2,26.9,47.3,133.1
Bronx,BX06,5,2016,November,35,33.3,37.1,146.7
Bronx,BX07,5,2016,November,35.9,30.1,52.9,161.9
Bronx,BX08,5,2016,November,48.6,43.5,73.6,214.4
Bronx,BX09,5,2016,November,26.5,23,32.2,110.6
Bronx,BX10,5,2016,November,46.7,41.5,68.6,218
Bronx,BX11,5,2016,November,39.3,33.3,52.8,175.5
Bronx,BX12,5,2016,November,43.6,32.4,71.6,205.6
Manhattan,MN01,5,2016,November,57,45.2,70,187.1
Manhattan,MN02,5,2016,November,53.2,36.5,74.6,166.5
Manhattan,MN03,5,2016,November,36.1,42.5,38.2,158.8
Manhattan,MN04,5,2016,November,50.3,32,74.2,153.9
Manhattan,MN05,5,2016,November,46,30.8,57,133.7
Manhattan,MN06,5,2016,November,50.6,33,69,156.7
Manhattan,MN07,5,2016,November,56.2,41.2,74.3,183.5
Manhattan,MN08,5,2016,November,55.3,41.7,74.8,178.5
Manhattan,MN09,5,2016,November,43.3,54.5,45.1,204.2
Manhattan,MN10,5,2016,November,36.9,36,45.3,164.9
Manhattan,MN11,5,2016,November,31.5,41.2,30,134.2
Manhattan,MN12,5,2016,November,39.6,42,53.9,182.3
Queens East,QE07,5,2016,November,46.9,45.2,61.6,230.2
Queens East,QE08,5,2016,November,42.7,26.7,43.3,142
Queens East,QE10,5,2016,November,52,35.6,74.6,215.3
Queens East,QE11,5,2016,November,52.3,46.4,70.3,258.5
Queens East,QE12,5,2016,November,39.6,32.4,62.8,203.8
Queens East,QE13,5,2016,November,43.9,32.2,74.9,191.2
Queens East,QE14,5,2016,November,33.2,30.1,37.5,138.3
Queens West,QW01,5,2016,November,47.2,47.3,84.4,224.5
Queens West,QW02,5,2016,November,48.8,51.4,77.6,239.3
Queens West,QW03,5,2016,November,38,31.2,61.3,165.1
Queens West,QW04,5,2016,November,37,32.8,54,159.6
Queens West,QW05,5,2016,November,55.8,47.3,83.2,277
Queens West,QW06,5,2016,November,50.4,28.6,74.3,157.5
Queens West,QW09,5,2016,November,48.2,39.6,74.8,241.4
Staten Island,SI01,5,2016,November,48.6,37.4,63.4,213.4
Staten Island,SI02,5,2016,November,46.7,41.7,64.1,208.4
Staten Island,SI03,5,2016,November,49.1,44.1,66.6,228
Brooklyn North,BKN01,5,2017,November,32.3,53,44.1,134.8
Brooklyn North,BKN02,5,2017,November,40,34,57.1,117.3
Brooklyn North,BKN03,5,2017,November,26.9,39.5,41.2,107.6
Brooklyn North,BKN04,5,2017,November,30.7,38.2,56.7,127.1
Brooklyn North,BKN05,5,2017,November,23.6,28.5,39.9,91.7
Brooklyn North,BKN08,5,2017,November,35.1,51.6,53.4,148.7
Brooklyn North,BKN09,5,2017,November,28.3,32,48.6,103.3
Brooklyn North,BKN16,5,2017,November,21.1,24.8,31.9,80.6
Brooklyn North,BKN17,5,2017,November,31,29.1,66.6,116.3
Brooklyn South,BKS06,5,2017,November,55.9,47.4,85.9,181.3
Brooklyn South,BKS07,5,2017,November,44.5,56,77.8,184.9
Brooklyn South,BKS10,5,2017,November,49.7,58.2,86.4,210.1
Brooklyn South,BKS11,5,2017,November,40.1,47,72.7,160.7
Brooklyn South,BKS12,5,2017,November,33.1,56.8,41.6,139.1
Brooklyn South,BKS13,5,2017,November,30.7,40.6,51.5,125.2
Brooklyn South,BKS14,5,2017,November,32.9,34.6,55.4,118.2
Brooklyn South,BKS15,5,2017,November,39.3,49.8,67.7,162.9
Brooklyn South,BKS18,5,2017,November,34.8,35.8,66.6,125.2
Bronx,BX01,5,2017,November,15.5,17.9,24.8,56.6
Bronx,BX02,5,2017,November,26.7,32.2,51.8,104.9
Bronx,BX03,5,2017,November,20.3,23.4,33.6,76.6
Bronx,BX04,5,2017,November,24.7,27.1,45.4,96.5
Bronx,BX05,5,2017,November,26.4,27.4,52.1,104
Bronx,BX06,5,2017,November,29.7,32.8,44,112.2
Bronx,BX07,5,2017,November,30.1,33.1,61,121.9
Bronx,BX08,5,2017,November,42.7,44.8,81.6,164.7
Bronx,BX09,5,2017,November,21.9,25.5,38.3,84.4
Bronx,BX10,5,2017,November,40.1,42.8,73,162.2
Bronx,BX11,5,2017,November,33.8,33.2,63.8,134.2
Bronx,BX12,5,2017,November,38.3,35,82.2,155.5
Manhattan,MN01,5,2017,November,51.2,45.7,76.5,145.2
Manhattan,MN02,5,2017,November,49.1,39,84.3,137.4
Manhattan,MN03,5,2017,November,30.9,42.7,42.3,123.1
Manhattan,MN04,5,2017,November,44.2,33.4,79.2,119
Manhattan,MN05,5,2017,November,39.9,31.2,63,103.1
Manhattan,MN06,5,2017,November,44.8,35.2,76.7,120.5
Manhattan,MN07,5,2017,November,50.9,43,83.6,143.8
Manhattan,MN08,5,2017,November,50,43.6,80.8,141.6
Manhattan,MN09,5,2017,November,37.2,55.8,47.8,154.1
Manhattan,MN10,5,2017,November,31.6,40.3,54.9,129.1
Manhattan,MN11,5,2017,November,26.3,41.8,32,101.8
Manhattan,MN12,5,2017,November,33.5,45,57.6,137.9
Queens East,QE07,5,2017,November,42.3,49.7,68.8,166.6
Queens East,QE08,5,2017,November,38.4,30.3,50.3,105.9
Queens East,QE10,5,2017,November,45.3,39.3,81.2,165.9
Queens East,QE11,5,2017,November,49.8,53.2,77.8,186.8
Queens East,QE12,5,2017,November,34.7,35.8,71.7,144.5
Queens East,QE13,5,2017,November,39,36.2,83.5,143.3
Queens East,QE14,5,2017,November,28.7,34.2,44.8,109.1
Queens West,QW01,5,2017,November,41,50.6,83.3,169.3
Queens West,QW02,5,2017,November,42.1,54,79.1,178.3
Queens West,QW03,5,2017,November,31.9,34.1,67.6,122.5
Queens West,QW04,5,2017,November,32.6,36.6,67.1,126.3
Queens West,QW05,5,2017,November,50.4,51.8,92.5,204.2
Queens West,QW06,5,2017,November,45.5,31.3,73.4,116.7
Queens West,QW09,5,2017,November,42.8,43.6,82.7,174.4
Staten Island,SI01,5,2017,November,42.7,39.3,76.6,159.2
Staten Island,SI02,5,2017,November,41.4,44.2,74,155.3
Staten Island,SI03,5,2017,November,44.8,46.6,80.1,170.6
Brooklyn North,BKN01,5,2018,November,31.9,51.7,43.5,129.8
Brooklyn North,BKN02,5,2018,November,39.2,32.7,57.7,108.8
Brooklyn North,BKN03,5,2018,November,25.6,37.5,40.1,101.5
Brooklyn North,BKN04,5,2018,November,30.3,38,59.5,124.4
Brooklyn North,BKN05,5,2018,November,22.7,26.3,40.1,87.5
Brooklyn North,BKN08,5,2018,November,34.3,50.7,55,142.3
Brooklyn North,BKN09,5,2018,November,27.7,31.9,49.8,104
Brooklyn North,BKN16,5,2018,November,20.3,23.8,32.7,73.7
Brooklyn North,BKN17,5,2018,November,31,29.1,68.9,117.7
Brooklyn South,BKS06,5,2018,November,54.5,46.5,81.6,174.2
Brooklyn South,BKS07,5,2018,November,44.9,45.5,80.5,177.3
Brooklyn South,BKS10,5,2018,November,49.8,56.9,87.6,216
Brooklyn South,BKS11,5,2018,November,40.2,46.7,73.2,157.3
Brooklyn South,BKS12,5,2018,November,33.5,54.9,42.3,135.4
Brooklyn South,BKS13,5,2018,November,30.9,41.4,50.6,121.9
Brooklyn South,BKS14,5,2018,November,32.8,34.6,55.2,113.8
Brooklyn South,BKS15,5,2018,November,39.9,48.8,71.1,152.8
Brooklyn South,BKS18,5,2018,November,34.7,32.8,68.8,123.1
Bronx,BX01,5,2018,November,15.7,18.3,24.6,57.5
Bronx,BX02,5,2018,November,26.2,29,51.8,102.9
Bronx,BX03,5,2018,November,20.1,22.4,35.2,75.4
Bronx,BX04,5,2018,November,24.4,27.4,47.2,94.2
Bronx,BX05,5,2018,November,25,25.1,48.9,97.7
Bronx,BX06,5,2018,November,29.5,31.7,43.2,115.2
Bronx,BX07,5,2018,November,29.9,32.4,61.7,120
Bronx,BX08,5,2018,November,42.2,41.8,80,156.1
Bronx,BX09,5,2018,November,21.6,24.7,39.5,82.9
Bronx,BX10,5,2018,November,41,43.2,75.4,156.7
Bronx,BX11,5,2018,November,34.8,33.7,60.9,118.5
Bronx,BX12,5,2018,November,39.6,34.3,84.3,141.1
Manhattan,MN01,5,2018,November,50.3,42.2,75.4,143.3
Manhattan,MN02,5,2018,November,49.2,37.7,86.4,138.5
Manhattan,MN03,5,2018,November,31.4,43.1,44.4,124.5
Manhattan,MN04,5,2018,November,44.3,31.4,83,120.1
Manhattan,MN05,5,2018,November,40,28.4,64.9,104.7
Manhattan,MN06,5,2018,November,44.2,32.2,75.9,118.1
Manhattan,MN07,5,2018,November,51.2,41.5,84.5,145.8
Manhattan,MN08,5,2018,November,49.7,40.3,82.3,141.4
Manhattan,MN09,5,2018,November,38.3,52.8,50.2,155.8
Manhattan,MN10,5,2018,November,31.8,39.3,54,126.4
Manhattan,MN11,5,2018,November,26.5,40.5,32.1,105.1
Manhattan,MN12,5,2018,November,34.5,44.2,57.3,142.7
Queens East,QE07,5,2018,November,42.8,48.7,72.2,164.7
Queens East,QE08,5,2018,November,39.3,27.8,51.1,101.9
